id,price_doc
30647,6785950
30648,8473094
30649,4803894
30650,7729365
30651,4791333
30652,4390846
30653,5370252
30654,3742635
30655,8221126
30656,3726286
30657,6781347
30658,5300750
30659,7017617
30660,7850264
30661,6463488
30662,7954813
30663,8486942
30664,8261713
30665,4029659
30666,4804266
30667,8059502
30668,8343924
30669,8046221
30670,3015241
30671,7789790
30672,8255749
30673,8385009
30674,8322998
30675,4799613
30676,8312017
30677,7404625
30678,7799311
30679,6908559
30680,7410604
30681,2969920
30682,7192577
30683,7400816
30684,7584838
30685,8200885
30686,7233505
30687,6725391
30688,5420259
30689,8187821
30690,8471354
30691,7753831
30692,7171463
30693,7871806
30694,6053076
30695,7908298
30696,7990068
30697,8253262
30698,8242341
30699,7758692
30700,6929213
30701,7326470
30702,8038073
30703,3717646
30704,8132275
30705,8210360
30706,8470632
30707,4741064
30708,7988409
30709,6223185
30710,7878051
30711,3744730
30712,3747792
30713,6906541
30714,6037965
30715,2990530
30716,7400816
30717,7744711
30718,8189330
30719,4394122
30720,8218908
30721,6313743
30722,8297232
30723,6157932
30724,7841659
30725,7184184
30726,8265579
30727,7270567
30728,8345378
30729,4748338
30730,8013713
30731,8359581
30732,7927760
30733,7905176
30734,6520180
30735,6727033
30736,8244155
30737,7138709
30738,6907273
30739,7439277
30740,7674239
30741,5364488
30742,7841506
30743,6945161
30744,8174151
30745,8314465
30746,6727033
30747,8345770
30748,8465053
30749,7858831
30750,6121817
30751,5411961
30752,5373607
30753,8109443
30754,6837307
30755,4727675
30756,8450590
30757,6329123
30758,8106310
30759,7083624
30760,4727675
30761,6923878
30762,6052002
30763,8132275
30764,4029659
30765,7585353
30766,3719384
30767,7202313
30768,7054311
30769,7369462
30770,4029659
30771,7016184
30772,7590256
30773,8412650
30774,8214688
30775,8309589
30776,6972532
30777,4029659
30778,8333445
30779,7939817
30780,7092000
30781,6416370
30782,7506477
30783,3818144
30784,3715771
30785,7003682
30786,7868729
30787,8355427
30788,3839271
30789,8253196
30790,7382054
30791,7586358
30792,6561695
30793,8332625
30794,8036738
30795,7187645
30796,8121913
30797,8399070
30798,2966081
30799,7539312
30800,7503916
30801,8359581
30802,8370742
30803,6343576
30804,7640227
30805,8042090
30806,6520180
30807,8159630
30808,8218694
30809,3754794
30810,8357052
30811,4157943
30812,6330425
30813,7052853
30814,3015058
30815,6252745
30816,5607773
30817,4799613
30818,8257861
30819,8233714
30820,8101001
30821,7844184
30822,8187083
30823,7908298
30824,3773719
30825,7263751
30826,7870159
30827,7410604
30828,7748991
30829,7949284
30830,8104434
30831,6902210
30832,7279826
30833,7300040
30834,3737378
30835,8222912
30836,5991613
30837,7325185
30838,7581124
30839,6508100
30840,8019234
30841,8109729
30842,8003215
30843,7812907
30844,8450590
30845,7655531
30846,7868729
30847,8166642
30848,8385687
30849,6478936
30850,3733606
30851,8199629
30852,8088885
30853,3930194
30854,8032915
30855,7685081
30856,7219566
30857,2968902
30858,7898756
30859,3942892
30860,7116053
30861,7920719
30862,7437250
30863,7790583
30864,7633512
30865,7422597
30866,8026461
30867,6300159
30868,6898182
30869,7301495
30870,7750159
30871,8221852
30872,8125801
30873,7772993
30874,7368701
30875,4594421
30876,6881719
30877,8243578
30878,6727033
30879,8426582
30880,8359581
30881,4799613
30882,5403197
30883,4643690
30884,6727033
30885,7921200
30886,4899229
30887,8079280
30888,7386613
30889,7161062
30890,7274653
30891,3719384
30892,3719384
30893,7868729
30894,7960309
30895,5672006
30896,7853437
30897,7309029
30898,7419388
30899,6534842
30900,7425118
30901,6906904
30902,4799613
30903,7031362
30904,4307778
30905,6741619
30906,8189479
30907,8375772
30908,2764860
30909,8427702
30910,8318201
30911,8089214
30912,7251212
30913,8391414
30914,7755710
30915,8075978
30916,8324621
30917,8084099
30918,7261743
30919,4727675
30920,7194864
30921,6977594
30922,7869109
30923,7545594
30924,7410604
30925,8387622
30926,7869771
30927,8279432
30928,7321588
30929,7410604
30930,8395558
30931,8045040
30932,7401117
30933,6061480
30934,8038221
30935,7407065
30936,6520180
30937,8406503
30938,4250994
30939,7499533
30940,6564105
30941,5209104
30942,7643309
30943,3037204
30944,3754794
30945,4852143
30946,8391073
30947,7226621
30948,8193324
30949,7533939
30950,8182276
30951,7527888
30952,8410304
30953,7722761
30954,3744018
30955,7644660
30956,7934470
30957,7202237
30958,8336216
30959,7305802
30960,8275736
30961,8052949
30962,8234436
30963,7756392
30964,6144132
30965,7519525
30966,7583907
30967,8396700
30968,5531696
30969,7509328
30970,8217830
30971,8362314
30972,7509328
30973,8223854
30974,6678220
30975,8105545
30976,8327542
30977,7275589
30978,4703019
30979,7396416
30980,7531255
30981,4031092
30982,7785127
30983,7755649
30984,6741619
30985,3730850
30986,7420516
30987,8180095
30988,7237106
30989,8009576
30990,7065870
30991,7622488
30992,4804266
30993,7315539
30994,7808257
30995,7189443
30996,6727033
30997,4608515
30998,8049408
30999,7844261
31000,7920701
31001,8359581
31002,7837949
31003,8313330
31004,7099673
31005,4296759
31006,7748571
31007,7985098
31008,7263751
31009,5937775
31010,6860476
31011,5614492
31012,7010650
31013,8382217
31014,8249858
31015,7985774
31016,5614492
31017,7218459
31018,5832670
31019,4227813
31020,7377609
31021,7799307
31022,8396764
31023,7330907
31024,7686069
31025,8411066
31026,8101108
31027,3771028
31028,7003884
31029,7847434
31030,6568389
31031,8037078
31032,7497113
31033,8432074
31034,7895949
31035,7425262
31036,7235270
31037,8483576
31038,4113872
31039,7980955
31040,7906770
31041,4151110
31042,7317910
31043,6471322
31044,7980611
31045,7856822
31046,8456605
31047,6390540
31048,7611050
31049,6015499
31050,6728148
31051,7688239
31052,7755649
31053,8466487
31054,8341534
31055,7609774
31056,7897127
31057,7410604
31058,8326274
31059,2977576
31060,8123652
31061,8359581
31062,8262689
31063,7555845
31064,6818023
31065,7262814
31066,7898756
31067,8175290
31068,3742468
31069,4390930
31070,8118551
31071,7383392
31072,7053079
31073,4799613
31074,7908298
31075,6097220
31076,7124298
31077,6741619
31078,3741433
31079,7773726
31080,6414394
31081,4802840
31082,7725920
31083,3754794
31084,7218459
31085,8372017
31086,3717646
31087,6729282
31088,7756897
31089,6255916
31090,8399568
31091,6831960
31092,8112276
31093,4029659
31094,7499906
31095,6480370
31096,7909695
31097,8355498
31098,8303141
31099,8372191
31100,6652569
31101,6688557
31102,4530482
31103,8360463
31104,7662796
31105,7270585
31106,4235041
31107,8387646
31108,8108887
31109,8277940
31110,7212961
31111,8308799
31112,7700194
31113,7457330
31114,7827123
31115,8269440
31116,8107659
31117,6558544
31118,7772993
31119,6582663
31120,6095609
31121,7900056
31122,7662163
31123,8152776
31124,7149624
31125,8238310
31126,8378849
31127,8225386
31128,7924599
31129,8284030
31130,8368307
31131,8340502
31132,7956579
31133,6696511
31134,7497293
31135,8057293
31136,8043224
31137,7520252
31138,6565736
31139,7770996
31140,7794255
31141,8190661
31142,7218459
31143,4943585
31144,7758030
31145,7500816
31146,7455452
31147,8383690
31148,4002614
31149,4799613
31150,8385687
31151,7140756
31152,8412650
31153,8000701
31154,8385078
31155,6780081
31156,7232145
31157,7072656
31158,7714244
31159,8345618
31160,7921903
31161,7509328
31162,4539528
31163,7360601
31164,5243878
31165,8219783
31166,6727033
31167,6871690
31168,8329538
31169,7189912
31170,7116571
31171,8261364
31172,8284645
31173,8148397
31174,8270337
31175,7246230
31176,8125801
31177,8385687
31178,4154125
31179,6696019
31180,3742468
31181,5370374
31182,7830616
31183,8219304
31184,7585726
31185,7117449
31186,7844135
31187,7457330
31188,8152776
31189,5868771
31190,7192147
31191,8418715
31192,3016614
31193,7740392
31194,4894217
31195,7823043
31196,7071761
31197,7479872
31198,7994487
31199,6414394
31200,8336778
31201,6966633
31202,3730277
31203,8359581
31204,3713945
31205,8217155
31206,6593959
31207,3735700
31208,6463296
31209,3745488
31210,7726189
31211,8248149
31212,7578333
31213,7839574
31214,6564105
31215,8125801
31216,6727033
31217,8168407
31218,8004681
31219,4001860
31220,7932718
31221,7791786
31222,7546696
31223,7300392
31224,8185845
31225,5375485
31226,8344005
31227,7257764
31228,7759531
31229,7299289
31230,7518877
31231,7099673
31232,6897953
31233,6310576
31234,7033594
31235,8264895
31236,7377941
31237,8145114
31238,6392531
31239,7768377
31240,7898810
31241,6392531
31242,7706891
31243,7771599
31244,8168407
31245,8229447
31246,8290603
31247,8282126
31248,8013386
31249,7326470
31250,8225386
31251,8118005
31252,8355427
31253,8194219
31254,7700584
31255,8104013
31256,7623007
31257,8000701
31258,8268638
31259,7765344
31260,6901513
31261,8470632
31262,6741619
31263,6679943
31264,7744530
31265,8105355
31266,7763842
31267,7766423
31268,5614492
31269,8267362
31270,7099673
31271,7013952
31272,8329400
31273,7590431
31274,7332566
31275,5691093
31276,8027670
31277,7656365
31278,8344382
31279,8457275
31280,7460556
31281,8118005
31282,7799307
31283,8355427
31284,7717659
31285,3023341
31286,7251628
31287,7420516
31288,4148814
31289,8169058
31290,7726189
31291,7378556
31292,3716768
31293,8168407
31294,7756392
31295,8222024
31296,7243253
31297,8186032
31298,7634109
31299,7309804
31300,8245571
31301,7297712
31302,7327658
31303,7942366
31304,7644405
31305,8418933
31306,6890443
31307,4002614
31308,7962588
31309,7870017
31310,7976192
31311,7967270
31312,6281825
31313,8293429
31314,6430810
31315,7400816
31316,8430843
31317,7936903
31318,8296216
31319,6564105
31320,6934095
31321,8381212
31322,8450590
31323,7297691
31324,6749573
31325,6697002
31326,6280092
31327,8028593
31328,7555181
31329,8272589
31330,8354824
31331,8271126
31332,6686601
31333,7771571
31334,5614492
31335,7542730
31336,8039554
31337,6014356
31338,7291683
31339,7640277
31340,7135658
31341,7325420
31342,7750297
31343,7425118
31344,7740826
31345,8236784
31346,7225196
31347,7636290
31348,8181210
31349,8296421
31350,7451056
31351,7132658
31352,7962635
31353,5718640
31354,6872323
31355,7515611
31356,7868729
31357,6979672
31358,4803894
31359,7969948
31360,7272795
31361,7457017
31362,7363151
31363,8278872
31364,7828089
31365,7550911
31366,8256250
31367,5220578
31368,8031939
31369,8135800
31370,8330444
31371,8383489
31372,7479620
31373,7986646
31374,8262689
31375,7836424
31376,6416370
31377,8237564
31378,7996324
31379,8215177
31380,7087530
31381,7587970
31382,7647830
31383,8239674
31384,7521827
31385,8344711
31386,7793775
31387,8403352
31388,8300480
31389,7874743
31390,8004358
31391,7990466
31392,7712960
31393,7605150
31394,8002543
31395,7638141
31396,7478145
31397,7516732
31398,6450003
31399,8382924
31400,7256934
31401,7788510
31402,8204036
31403,6818023
31404,6626955
31405,7322545
31406,8113150
31407,7435203
31408,8355427
31409,7439132
31410,7485277
31411,7686279
31412,7577351
31413,7576757
31414,8058677
31415,8373379
31416,6046059
31417,7585436
31418,8042452
31419,8283053
31420,8037078
31421,7865669
31422,8151120
31423,8168407
31424,8507456
31425,4302292
31426,7317919
31427,3808324
31428,8021214
31429,8041912
31430,8125801
31431,8269440
31432,8218133
31433,7778204
31434,7770996
31435,7628777
31436,7290585
31437,7897127
31438,7066149
31439,8441617
31440,8116917
31441,7035116
31442,6694806
31443,8345543
31444,8182625
31445,8208976
31446,8201556
31447,7957760
31448,7845318
31449,7077536
31450,7695194
31451,8214933
31452,8275576
31453,6778557
31454,6787801
31455,8134106
31456,6818023
31457,8007794
31458,8286474
31459,8138920
31460,6818023
31461,7798429
31462,3713945
31463,8274124
31464,7811190
31465,8043609
31466,7990342
31467,7396416
31468,8327417
31469,6744106
31470,8278689
31471,8350079
31472,4802840
31473,7780293
31474,4741064
31475,7202703
31476,8373680
31477,7973955
31478,6836609
31479,7189716
31480,7108587
31481,7136814
31482,8317971
31483,8224206
31484,7614233
31485,4818376
31486,6565207
31487,7759702
31488,8392795
31489,7322663
31490,7327170
31491,7496119
31492,8165737
31493,6785017
31494,7953265
31495,7882542
31496,7778321
31497,6572852
31498,8139644
31499,8123167
31500,8324871
31501,7216833
31502,8303633
31503,6688757
31504,7687000
31505,8395292
31506,8157140
31507,8018090
31508,4046327
31509,7837057
31510,7955762
31511,6818023
31512,4031092
31513,8468825
31514,8393885
31515,4801999
31516,7470130
31517,7993757
31518,8263615
31519,6477511
31520,7799206
31521,6111543
31522,4151110
31523,8281233
31524,7089165
31525,8420059
31526,6741619
31527,8186355
31528,5956163
31529,7410409
31530,7460033
31531,7860692
31532,6741619
31533,8361353
31534,8178874
31535,7360677
31536,7361141
31537,7841506
31538,8250930
31539,7628576
31540,7212961
31541,4802075
31542,6095457
31543,7550911
31544,6818023
31545,8313670
31546,7894741
31547,6931265
31548,7716345
31549,8225386
31550,7028664
31551,7689100
31552,8129740
31553,7807689
31554,6846128
31555,3772488
31556,7516732
31557,6905466
31558,7420516
31559,4802075
31560,7516732
31561,4317607
31562,7826862
31563,6698655
31564,7864593
31565,7193663
31566,8012927
31567,8389056
31568,8227510
31569,7392511
31570,4293915
31571,6991757
31572,7575012
31573,7277002
31574,8333595
31575,6727033
31576,8350506
31577,3754613
31578,6262785
31579,8269440
31580,8237351
31581,8119074
31582,8293241
31583,8055105
31584,8002930
31585,6564105
31586,8030635
31587,7467456
31588,8236135
31589,7545552
31590,7677040
31591,8258496
31592,8390246
31593,8323321
31594,7863175
31595,8033797
31596,7724380
31597,7869975
31598,7670035
31599,8153336
31600,7952783
31601,7406312
31602,3788038
31603,8284772
31604,6132301
31605,6818023
31606,7721307
31607,7811386
31608,3788038
31609,7997673
31610,7351205
31611,7911777
31612,6971607
31613,8135800
31614,7548164
31615,7290585
31616,7118497
31617,3904087
31618,7654170
31619,7417668
31620,7853280
31621,7893396
31622,7956290
31623,7995952
31624,8144538
31625,8293113
31626,8028521
31627,7727608
31628,7802249
31629,8347270
31630,3717646
31631,7010650
31632,7477039
31633,7694714
31634,4955669
31635,7934755
31636,7372939
31637,8279827
31638,7377609
31639,7640227
31640,8347196
31641,7772993
31642,4791333
31643,7659203
31644,8273233
31645,7963621
31646,8355183
31647,4748385
31648,7785317
31649,6810945
31650,7422339
31651,7864027
31652,7492830
31653,7709634
31654,8049269
31655,3741357
31656,8359743
31657,8181033
31658,7898756
31659,7938677
31660,7687881
31661,7678062
31662,8118005
31663,7755649
31664,3719384
31665,7150290
31666,6650841
31667,4456103
31668,8023788
31669,8320586
31670,7898808
31671,7986260
31672,7236122
31673,6389983
31674,8205460
31675,8381212
31676,8079790
31677,8140913
31678,2956520
31679,7158080
31680,6880351
31681,8359581
31682,4759627
31683,6564105
31684,3754613
31685,7550911
31686,8370077
31687,8231126
31688,7375416
31689,7756392
31690,7340453
31691,7643309
31692,7964565
31693,7299970
31694,8450590
31695,8118005
31696,7383392
31697,3754613
31698,7396416
31699,6182392
31700,6948838
31701,8159338
31702,7366517
31703,7715806
31704,7789438
31705,8211495
31706,7235209
31707,8376644
31708,8213322
31709,3775460
31710,7796755
31711,6920483
31712,8221589
31713,8225386
31714,7570279
31715,4943585
31716,7515745
31717,8109443
31718,6849594
31719,7266262
31720,7604792
31721,7790706
31722,7659203
31723,7233896
31724,6398054
31725,6818023
31726,8370541
31727,8052296
31728,7379937
31729,6987845
31730,7451056
31731,7351334
31732,4873831
31733,6974086
31734,7868729
31735,4794368
31736,7428695
31737,8000701
31738,8225386
31739,6935459
31740,7295941
31741,8455007
31742,7822082
31743,8410304
31744,8152776
31745,3731235
31746,7499113
31747,6804933
31748,8447834
31749,8284030
31750,6804007
31751,7159219
31752,7117449
31753,6698655
31754,8090092
31755,8335040
31756,3015861
31757,7892284
31758,7734619
31759,7221632
31760,7798128
31761,8111678
31762,4802840
31763,8430843
31764,6820023
31765,6852682
31766,7076852
31767,7525542
31768,8168407
31769,8362414
31770,7642217
31771,7770996
31772,7486965
31773,7192922
31774,6121817
31775,7759428
31776,4799613
31777,5476680
31778,8415185
31779,8295782
31780,8118005
31781,6301237
31782,6755542
31783,7509328
31784,7604231
31785,4497197
31786,6502645
31787,6518459
31788,8185990
31789,7798128
31790,7756392
31791,8367504
31792,7377609
31793,7322437
31794,6294141
31795,8167185
31796,3765831
31797,8130594
31798,7595964
31799,7667696
31800,7737687
31801,7425118
31802,8152525
31803,8002372
31804,7689803
31805,7425118
31806,8254924
31807,7106005
31808,8039402
31809,7115465
31810,4093545
31811,8232712
31812,7406108
31813,7381317
31814,6767045
31815,7798128
31816,7491382
31817,7396416
31818,7723167
31819,3982733
31820,7739297
31821,8182517
31822,5810385
31823,8125801
31824,4727947
31825,6709551
31826,7946336
31827,7839457
31828,8024781
31829,8263555
31830,7960955
31831,6981016
31832,8187835
31833,7479406
31834,4063235
31835,6719374
31836,7417748
31837,7730455
31838,8247501
31839,6196066
31840,7122400
31841,3754794
31842,7811005
31843,7555845
31844,8359581
31845,7320586
31846,6465257
31847,5491256
31848,3867434
31849,7327944
31850,6416370
31851,7673225
31852,8450590
31853,7220282
31854,6430810
31855,4212602
31856,8200965
31857,7346780
31858,7400164
31859,8258212
31860,7483557
31861,4394122
31862,7706891
31863,7358770
31864,7577724
31865,7684716
31866,4791333
31867,6412646
31868,7930839
31869,8242325
31870,7457330
31871,6888697
31872,8253347
31873,6401868
31874,3763552
31875,3839271
31876,3754794
31877,8414784
31878,6853084
31879,7123831
31880,7478154
31881,6719374
31882,8370092
31883,3754794
31884,7022399
31885,7645542
31886,8212357
31887,8328139
31888,7891498
31889,8326961
31890,3754613
31891,6478276
31892,7770996
31893,8232691
31894,8236603
31895,3015858
31896,7770996
31897,6904546
31898,8002930
31899,3742468
31900,7826057
31901,8072932
31902,7578387
31903,7090725
31904,7150290
31905,4281384
31906,7853280
31907,7771599
31908,3731235
31909,7150199
31910,3745488
31911,7797967
31912,8359581
31913,6470299
31914,6693088
31915,4580060
31916,7150290
31917,8266583
31918,7457958
31919,6105382
31920,3736091
31921,6979865
31922,7756988
31923,7361788
31924,8452346
31925,7928486
31926,8246523
31927,7870159
31928,8103576
31929,8411083
31930,6967994
31931,6764043
31932,8304619
31933,7839281
31934,7906770
31935,4300440
31936,7108900
31937,7499628
31938,7345578
31939,5756149
31940,4608515
31941,7809746
31942,6411669
31943,7918385
31944,7439281
31945,7006888
31946,8309876
31947,7450712
31948,7559387
31949,7705425
31950,6382525
31951,7730482
31952,7933079
31953,7634109
31954,8157306
31955,7061560
31956,8058796
31957,6077307
31958,6750711
31959,6595410
31960,7251608
31961,8297681
31962,7697285
31963,6620692
31964,5447753
31965,7196434
31966,7281538
31967,8372192
31968,8143681
31969,7732949
31970,7442891
31971,5614492
31972,7293822
31973,8125801
31974,7351334
31975,3736891
31976,7150290
31977,6523657
31978,3775460
31979,6608874
31980,6929213
31981,7567996
31982,8274287
31983,8383410
31984,8276841
31985,6889638
31986,5614492
31987,3970992
31988,8159449
31989,8171638
31990,7457330
31991,8020972
31992,6809117
31993,8222780
31994,8168407
31995,7348135
31996,8183459
31997,7213585
31998,7771599
31999,8015478
32000,8359581
32001,7983282
32002,8432704
32003,8351789
32004,7921204
32005,6929213
32006,8370535
32007,7301472
32008,8081482
32009,7770996
32010,7483636
32011,8279827
32012,4799526
32013,8269440
32014,7549334
32015,8016253
32016,6121817
32017,7624590
32018,8189733
32019,7672392
32020,6727033
32021,8277506
32022,7321940
32023,3733606
32024,3978484
32025,7491163
32026,7379937
32027,7900710
32028,4943585
32029,7984914
32030,6852682
32031,7806023
32032,7984917
32033,7034966
32034,7797070
32035,8278563
32036,7516732
32037,8217155
32038,5274108
32039,7167229
32040,8387622
32041,7457330
32042,6416370
32043,8441350
32044,7570279
32045,3022114
32046,7564954
32047,7591064
32048,8012217
32049,8289734
32050,8309168
32051,8198510
32052,8359581
32053,8125414
32054,6054258
32055,7470790
32056,8307251
32057,7590473
32058,7257456
32059,7065501
32060,7308289
32061,8299416
32062,3031773
32063,6550555
32064,6046730
32065,7796463
32066,7952124
32067,7816500
32068,6945161
32069,4791544
32070,7464083
32071,7213511
32072,8021390
32073,7575012
32074,8284030
32075,8342353
32076,8235123
32077,7213761
32078,7772993
32079,7996456
32080,7808883
32081,8459897
32082,7287207
32083,3715771
32084,7494974
32085,8270874
32086,7748593
32087,7675516
32088,8299759
32089,7037373
32090,8348726
32091,8118005
32092,8284030
32093,7656843
32094,7142034
32095,7934506
32096,4741064
32097,7986835
32098,7118925
32099,7927663
32100,8342614
32101,8100882
32102,7215797
32103,7787837
32104,8315127
32105,8264144
32106,8118005
32107,7753115
32108,7202410
32109,7701967
32110,7806023
32111,7897545
32112,7424195
32113,5403367
32114,8155066
32115,7456896
32116,6704844
32117,8385687
32118,7674239
32119,7326470
32120,8392573
32121,4791333
32122,7421941
32123,7512916
32124,6131182
32125,8167049
32126,7860156
32127,7953293
32128,6392531
32129,7813978
32130,7593301
32131,8436358
32132,4799526
32133,7782643
32134,3717646
32135,8271842
32136,8142343
32137,7665538
32138,6414394
32139,8274672
32140,7743805
32141,6874382
32142,8002930
32143,8041910
32144,7379937
32145,7668015
32146,7706891
32147,6968080
32148,7025761
32149,7795795
32150,3754794
32151,7363151
32152,8250930
32153,8168407
32154,7545006
32155,7573509
32156,6761329
32157,8405143
32158,8198045
32159,8424751
32160,7974953
32161,8093707
32162,8357833
32163,7501444
32164,8014270
32165,7420516
32166,7309001
32167,7679178
32168,8221222
32169,8044703
32170,7469162
32171,8306739
32172,7873716
32173,8130148
32174,8390060
32175,8425346
32176,6469181
32177,8119797
32178,8084412
32179,8167225
32180,6780819
32181,6712244
32182,7793983
32183,7156202
32184,8418177
32185,7404063
32186,7463150
32187,3742468
32188,7821288
32189,3717646
32190,7570279
32191,7531766
32192,8464342
32193,8107021
32194,3713945
32195,8430843
32196,8004673
32197,8014317
32198,8168407
32199,7627410
32200,8218173
32201,8271126
32202,7575012
32203,7503640
32204,7188904
32205,7533371
32206,8192347
32207,7400816
32208,7814726
32209,8135800
32210,8000426
32211,8249213
32212,8279827
32213,6402495
32214,8450590
32215,8029522
32216,6600939
32217,7726189
32218,6727033
32219,7494498
32220,8206423
32221,7772505
32222,7061560
32223,3789933
32224,7113724
32225,7957405
32226,7979955
32227,8456380
32228,8397863
32229,8389199
32230,6888697
32231,7934007
32232,7756392
32233,5040655
32234,7870249
32235,8116429
32236,7294460
32237,8454828
32238,7918267
32239,7479872
32240,7864971
32241,4943585
32242,8079697
32243,7062593
32244,6932875
32245,8233495
32246,7500566
32247,4151799
32248,8156265
32249,7662945
32250,6881661
32251,8016084
32252,7321977
32253,7208650
32254,7945114
32255,7474197
32256,5960580
32257,7766423
32258,7314273
32259,8225386
32260,8345426
32261,7847628
32262,8385687
32263,6907465
32264,6730093
32265,8307518
32266,8249858
32267,6518459
32268,7231969
32269,7715017
32270,7653151
32271,7210966
32272,7911646
32273,7382040
32274,6818023
32275,5960580
32276,7326470
32277,8283697
32278,8232215
32279,5100407
32280,3864593
32281,8145049
32282,7358977
32283,8168407
32284,7841506
32285,6696511
32286,7822977
32287,7336186
32288,6341581
32289,7868729
32290,7879394
32291,5154525
32292,8285115
32293,7714744
32294,8276032
32295,8178397
32296,8261121
32297,5485438
32298,8370718
32299,4917274
32300,8343821
32301,8020145
32302,7904196
32303,8059149
32304,6818023
32305,7284893
32306,7862929
32307,7976468
32308,5898538
32309,6479265
32310,8015117
32311,8189378
32312,3741894
32313,7427042
32314,7158967
32315,7499657
32316,7968332
32317,8436279
32318,8191624
32319,6675454
32320,8224214
32321,7598229
32322,7340632
32323,6694806
32324,7619428
32325,3766958
32326,6312551
32327,7245850
32328,8354051
32329,7607061
32330,7991983
32331,7691085
32332,7690690
32333,8418077
32334,7207636
32335,7821921
32336,8267083
32337,6272507
32338,7459262
32339,8262767
32340,7884131
32341,7148990
32342,7810213
32343,8110137
32344,6815528
32345,7162465
32346,6947468
32347,6866544
32348,8132362
32349,7472307
32350,8350079
32351,6439356
32352,8119778
32353,6180428
32354,4261471
32355,8052055
32356,4615736
32357,8089997
32358,6923565
32359,8428159
32360,7933650
32361,8236073
32362,8297975
32363,7930001
32364,7896178
32365,7329081
32366,7182836
32367,7118528
32368,7150362
32369,7959069
32370,3723585
32371,8100650
32372,7566018
32373,8177223
32374,8359270
32375,7560788
32376,7885575
32377,7361590
32378,6545944
32379,7734852
32380,6215777
32381,7516129
32382,7485983
32383,7948091
32384,6888697
32385,8173159
32386,7243253
32387,3743054
32388,8107569
32389,8203655
32390,3910733
32391,8168407
32392,6000034
32393,7516732
32394,6706590
32395,6818023
32396,7590473
32397,8168407
32398,3859900
32399,7589181
32400,6758488
32401,7454397
32402,7756392
32403,8284702
32404,7213330
32405,8268713
32406,8450590
32407,8137069
32408,7769297
32409,7465147
32410,7562784
32411,7516732
32412,7303360
32413,8371013
32414,7937111
32415,3778080
32416,7927588
32417,7728278
32418,7015503
32419,7460497
32420,8275691
32421,4799509
32422,6643549
32423,8214688
32424,7001162
32425,5614492
32426,8328094
32427,8392049
32428,7851041
32429,8273818
32430,6966633
32431,8312237
32432,7665538
32433,7711634
32434,8366643
32435,7735721
32436,7458941
32437,8313330
32438,7727491
32439,7784541
32440,8065903
32441,3015901
32442,7141378
32443,8367794
32444,7352122
32445,6367939
32446,7321221
32447,8411042
32448,7527205
32449,7859866
32450,7177542
32451,8376157
32452,6993610
32453,6399180
32454,6740095
32455,8412650
32456,6472126
32457,7162465
32458,7063067
32459,8305048
32460,8125191
32461,8262189
32462,7547700
32463,6809470
32464,8220850
32465,7841506
32466,8270440
32467,7851987
32468,8248777
32469,8289003
32470,7713953
32471,8466963
