id,full_sq,railroad_station_walk_km,public_transport_station_km,price_doc
115,32,4.347305193,0.073538456,4750000
116,50,2.396266498,0.18399284,6100000
117,58,13.32199138,0.24781532399999998,8100000
118,54,0.8603883179999999,0.042948192999999996,6800000
119,32,4.693300028,0.082587984,4650000
120,78,2.198441014,0.525936861,5759000
121,51,0.9834676059999999,0.12087613,990000
122,36,3.184889821,0.138754533,2000000
123,57,2.071904344,0.19599282399999998,6100000
124,39,0.456767721,0.059010349000000004,1200000
125,61,1.56329273,0.41741281399999997,11000000
126,52,3.295294312,0.16233468,7950000
127,48,2.439661595,0.235579178,8000000
128,39,3.0254570480000003,0.150850197,4950000
129,325,1.5492057830000001,0.069635474,5000000
130,51,1.1759639720000001,0.081552322,8300000
131,33,1.812789166,0.12029375099999999,4800000
132,40,4.158152014,0.091356489,4850000
133,47,3.937212484,0.09256962099999999,2000000
134,37,7.25917752,0.059741885999999994,5900000
135,44,8.917171584,0.037059882999999995,6000000
136,32,0.282806392,0.094746007,4700000
137,53,2.018851308,0.063360867,6100000
138,55,2.5768916230000003,0.07449483700000001,7450000
139,51,1.112136906,0.035204622000000005,5000000
140,32,1.6376455909999998,0.116590535,4750000
141,22,2.74022976,0.076896523,3500000
142,36,3.3664243810000003,0.071983518,2000000
143,44,5.0152354610000005,0.107558532,6000000
144,62,5.360673445,0.032552672000000005,1000000
145,43,1.93038679,0.178310103,1500000
146,51,5.875539399,0.059348200999999996,8150000
147,102,1.37285224,0.139475,4600000
148,117,1.398848734,0.396588745,14103600
149,31,4.619422903999999,0.059068214,5600000
150,59,1.279805257,0.17809807600000002,6200000
151,30,2.582271268,0.13024644800000001,4450000
152,54,1.903439153,0.127476704,7050000
153,46,2.749213836,0.248910488,1000000
154,39,6.159843166,0.195505869,6800000
155,38,4.987658765,0.21441292899999997,1000000
156,59,2.299496194,0.089891617,6450000
157,44,2.8303574680000003,0.104776887,6900000
158,54,3.192486708,0.285862251,7000000
159,60,0.431845926,0.20430742899999998,7500000
160,34,1.326047323,0.052901977,5200000
161,86,3.009214899,0.20902686399999998,10800000
162,36,1.3758495169999998,0.048179413,5250000
163,74,3.113037523,0.099643823,9850000
164,39,5.904396317000001,0.18156544600000002,5700000
165,85,4.709120157,0.181574932,1000000
166,36,1.8625323280000001,0.19368022899999998,2000000
167,44,0.537848729,0.152096986,5550000
168,38,2.488556111,0.048894169,3000000
169,47,0.8806379209999999,0.059348085,6500000
170,42,5.2289685519999995,0.329075525,6400000
171,115,6.19102219,0.238681935,37000000
172,32,1.602657622,0.100516397,4450000
173,30,2.161207762,0.10622619800000001,5000000
174,37,3.536778452,0.047666309000000004,6000000
175,44,2.680076622,0.14608865199999999,5600000
176,35,2.005743075,0.23232261199999998,4300000
177,30,1.028006081,0.29009951,4400000
178,78,1.164157918,0.311648062,11900000
179,98,3.798658882,0.162125248,11500000
180,32,2.9845231919999997,0.10245617,5050000
181,80,2.23605648,0.04238809599999999,2000000
182,68,3.126583535,0.023318587,10239000
183,38,3.825298922,0.103601816,4950000
184,38,5.386915052999999,0.045868442,5300000
185,43,3.774321997,0.245193606,1000000
186,98,3.8359842489999996,0.15544435,18000000
187,31,3.387335901,0.247847631,1200000
188,49,5.781177083999999,0.15036961199999999,8300000
189,38,3.5739390369999997,0.147209374,5500000
190,37,0.818460007,0.096878141,6150000
191,104,1.0488495740000001,0.147979455,4210429
192,45,3.990556174,0.192903651,5500000
193,33,1.675421244,0.173659178,1000000
194,39,7.822391136,0.156577043,5000000
195,53,4.662959047,0.229720824,1000000
196,37,5.083784307,0.072332351,2000000
197,36,0.24955487899999998,0.295318704,6500000
198,54,3.3999699660000005,0.18976357100000002,7200000
199,54,5.247132928,0.151161029,6700000
200,102,3.231340005,0.213088826,18100000
201,38,1.3373723770000001,0.143634438,7150000
202,33,2.051389856,0.051866152,5700000
203,30,0.7416629779999999,0.095434812,4050000
204,76,4.565036726000001,0.16383483199999999,10600000
205,44,6.656313571,0.055124625999999996,5500000
206,35,1.7179338180000001,0.201231727,5750000
207,72,4.370488957,0.083029615,13500000
208,32,1.14321004,0.371831481,4850000
209,84,2.84745318,0.194223116,7700000
210,45,1.6759701280000001,0.114238635,2000000
211,42,6.876969404,0.366824253,1000000
212,38,1.882002739,0.21910022399999998,6197000
213,37,0.717811788,0.038749662000000004,6200000
214,54,14.28920395,0.075774295,8590000
215,43,2.807512664,0.12924829599999998,3600000
216,45,2.451821797,0.310525534,2825000
217,60,7.054605649,0.171136134,360000
218,50,2.920526967,0.107573654,9200000
219,17,5.016288246,0.147050449,3670000
220,58,2.698122298,0.118435626,990000
221,58,2.3904092809999997,0.041682362,9200000
222,38,4.980588148,0.19229669100000002,6120000
223,93,4.39084754,0.07019035400000001,11640000
224,45,0.709003233,0.188402756,1000000
225,32,1.425153713,0.19314172,5700000
226,57,3.848473123,0.223757454,6800000
227,37,1.002505314,0.085792934,7500000
228,39,2.438375342,0.121986694,1030000
229,42,1.760590545,0.260822922,1100000
230,41,5.858303901,0.079739966,4700000
231,34,4.94276062,0.188716031,5000000
232,44,3.166950313,0.052333237000000005,6090000
233,41,1.9833869659999999,0.009643941,5360000
234,52,3.2865417839999997,0.08612960300000001,1000000
235,38,1.158341002,0.044196039000000006,7500000
236,38,0.6978916479999999,0.16599104,1000000
237,52,1.5360428609999999,0.135919657,9000000
238,48,2.559653733,0.207633013,2000000
239,44,12.067666800000001,0.148135771,6350000
240,30,1.219974382,0.160245002,5400000
241,60,1.517696823,0.18908824899999999,6000000
242,50,2.867507787,0.172641774,6400000
243,43,3.854836024,0.09121748800000001,5500000
244,54,1.903439153,0.127476704,7000000
245,39,5.023164878999999,0.202049328,3100000
246,76,3.959274049,0.119090556,5000000
247,45,2.990115433,0.239442899,6170000
248,38,0.8980258109999999,0.033730954,5500000
249,60,0.555284537,0.033854526,7400000
250,38,1.836796172,0.140387419,990000
251,38,3.4321201969999997,0.048622705,4930000
252,75,6.132366729,0.137176389,14000000
253,57,2.262263447,0.198166295,8600000
254,35,3.7941989539999996,0.10036536900000001,5750000
255,34,1.3785584380000002,0.031517597,5400000
256,41,3.149064807,0.214139088,5425000
257,43,1.173503349,0.053345594,5450000
258,44,1.9005602019999999,0.042388492,6200000
259,52,4.599416071,0.165844195,7400000
260,39,5.349441971,0.196007774,4300000
261,30,0.8022352890000001,0.133840087,5000000
262,45,3.09000148,0.10889735199999999,4000000
263,102,3.6795893339999997,0.27125470399999996,6900000
264,36,0.672125396,0.199626945,5200000
265,99,5.70147747,0.125819968,6500000
266,44,2.355348694,0.253969469,5300000
267,32,3.140345408,0.08652375699999999,5200000
268,38,4.271920413999999,0.119029049,4950000
269,37,4.881188991,0.0553212,5400000
270,32,3.402405982,0.242842645,4700000
271,39,0.593137157,0.42777456399999997,7200000
272,41,5.049609422,0.175877052,1600000
273,38,3.044229335,0.053035833,5750000
274,39,5.535036319,0.183281626,4700000
275,37,3.56666257,0.081750552,6150000
276,38,6.505347763,0.0663335,2000000
277,38,9.206669769,0.075787199,6579000
278,50,4.451119195,0.141602068,6225000
279,144,5.060507628,0.071714238,5817420
280,80,5.508481142999999,0.148118551,13000000
281,83,1.40206056,0.126824615,11380040
282,33,3.8301153689999996,0.059426300999999994,4700000
283,34,1.345702629,0.07743902400000001,4500000
284,44,1.065568384,0.19684958600000002,5800000
285,40,2.740147916,0.242936393,3000000
286,41,4.747336258,0.149324818,4650000
287,49,0.71514598,0.308197636,8800000
288,43,2.400834592,0.10044442699999999,5220000
289,31,3.048687901,0.16484453699999999,4650000
290,44,3.5672038039999996,0.227012324,7100000
291,39,3.1758650580000003,0.18451973300000002,5550000
292,20,2.9542170839999997,0.138704782,4000000
293,37,3.246579857,0.160898653,4430000
294,75,2.4037893269999997,0.123518542,1115000
295,33,1.876522519,0.186544596,1000000
296,44,1.808864241,0.21227904399999997,6150000
297,44,4.353901982,0.193546188,7400000
298,154,2.210146754,0.171974105,23300000
299,43,4.345748475,0.066012025,6900000
300,32,5.154965638,0.091919827,5200000
301,36,2.304894685,0.253558782,1000000
302,38,1.7384132190000001,0.24886009,5500000
303,54,1.3758495169999998,0.048179413,1000000
304,30,1.7076380759999998,0.08296223900000001,4650000
305,45,1.6590126809999999,0.147985405,7150000
306,40,2.928458922,0.098454456,5850000
307,77,1.415402192,0.161521304,8700000
308,55,4.942668629,0.160710582,8000000
309,77,0.8735177940000001,0.082184545,6000000
310,35,1.349525216,0.042474158,6000000
311,38,5.139438633999999,0.356528185,4118916
312,79,2.939889615,0.103468401,10600000
313,46,2.756739459,0.18121824399999997,2000000
314,38,3.37871695,0.326034852,6300000
315,38,6.19441779,0.155699724,6100000
316,36,2.466114779,0.231226035,5300000
317,56,1.4679453340000002,0.077330955,3000000
318,48,1.345149631,0.091461211,1000000
319,55,2.8238010030000003,0.070266332,1000000
320,34,2.589285626,0.257094805,6400000
321,33,3.281543803,0.09627294300000001,4400000
322,50,4.094387763,0.17194479999999998,5870000
323,51,2.435917322,0.199485003,990000
324,43,1.3548504940000001,0.09951406,6300000
325,46,6.658300741000001,0.143595657,5800000
326,74,2.519122798,0.131508689,12500000
327,49,12.14252682,0.12467150800000001,7500000
328,74,2.364111524,0.226512059,7245900
329,71,2.376187875,0.064699687,20500000
330,41,5.023164878999999,0.202049328,2000000
331,45,0.49940865700000003,0.143852224,6500000
332,58,2.069510518,0.204937757,2000000
333,45,3.967920214,0.13254916,2000000
334,38,2.111337541,0.284949954,5800000
335,72,2.5424576869999997,0.19127207300000001,2200000
336,61,1.993982289,0.05421893,7538000
337,44,2.1341385440000002,0.167927293,5100000
338,42,3.1200394260000004,0.14901500199999998,8750000
339,54,2.467154381,0.28552279199999997,5928000
340,47,2.400649951,0.049912129000000006,6400000
341,50,2.0501124980000003,0.076814103,6500000
342,35,1.881913323,0.060538457999999996,5300000
343,36,1.8160479809999999,0.247056882,6000000
344,34,1.7925125819999999,0.243804167,3750000
345,37,1.66423522,0.10937118300000001,5600000
346,32,1.9580241680000001,0.143140123,4600000
347,76,4.861321502,0.052622259000000005,7950000
348,54,1.420500628,0.313748468,5156678
349,52,1.63943899,0.164715527,990000
350,52,2.9198572339999997,0.144263452,6500000
351,80,2.76854025,0.251964923,5216843
352,75,1.25676434,0.033949691000000004,10500000
353,27,7.981696894,0.26361198199999997,900000
354,38,2.079805962,0.07235398900000001,5500000
355,39,3.123685973,0.22863504,7500000
356,37,3.8658832469999997,0.140760685,8400000
357,50,2.912985307,0.186698568,9150000
358,38,6.1037537539999995,0.147107569,5700000
359,57,4.579776281,0.17163630800000002,8500000
360,40,6.901689971000001,0.08038198099999999,1000000
361,35,5.408480728,0.263496876,4650000
362,44,2.1020219780000002,0.20155555100000003,1000000
363,99,0.285609281,0.13990456099999998,11500000
364,50,5.349441971,0.196007774,5000000
365,76,4.637856603,0.084968219,700000
366,72,0.344180461,0.15593717099999999,1000000
367,63,5.348311855,0.126772092,7600000
368,38,6.330689945,0.261298992,7200000
369,39,6.1037537539999995,0.147107569,5500000
370,31,4.242475999,0.27156378,4500000
371,35,3.4684277939999997,0.09437514699999999,1000000
372,58,1.6741294580000001,0.094658108,8300000
373,63,0.329649474,0.24795647199999998,10000000
374,54,4.463404603,0.232491155,999000
375,28,1.812357142,0.192149817,1000000
376,34,1.373407002,0.10542016900000001,5250000
377,31,4.086660468,0.272887934,4300000
378,80,1.436148246,0.145067369,11500000
379,76,3.918029991,0.299232333,11413900
380,38,2.688237012,0.120525261,5700000
381,30,3.399708025,0.17412372399999998,4200000
382,53,3.852173238,0.205603499,8000000
383,39,5.276465352,0.16694871,6730000
384,36,4.99460585,0.070332778,4700000
385,72,1.181487268,0.452238035,1000000
386,36,2.257389951,0.23927534600000003,1000000
387,46,1.982807578,0.176685915,5900000
388,76,4.059165438,0.13592046300000002,9300000
389,38,2.500165047,0.07831347799999999,5200000
390,38,6.4472917679999995,0.067019664,5900000
391,43,9.116061788,0.22963589199999998,5650000
392,37,0.675082293,0.114818291,5500000
393,36,4.121724008999999,0.06952818599999999,5500000
394,75,3.871166858,0.18000399,12100000
395,54,1.606375492,0.24182330100000002,11500000
396,37,4.253015575,0.049558297,5500000
397,63,2.703089056,0.149870642,7400000
398,40,0.521206183,0.264521263,4500000
399,34,2.602712871,0.36559034100000004,5150000
400,70,2.914349446,0.43606723799999997,7000000
401,38,4.9490761160000005,0.052376927999999996,7200000
402,31,3.3270742139999996,0.093148429,3900000
403,34,4.533387714,0.045045468,5100000
404,32,4.530916513999999,0.12075025699999999,3700000
405,38,1.9452511730000002,0.277315157,3000000
406,44,6.161359097999999,0.07010357099999999,2000000
407,79,2.9499781310000004,0.125228199,5500000
408,55,3.242063023,0.212518485,5800000
409,37,1.901489693,0.227534087,5700000
410,32,1.387095306,0.067373802,10900000
411,43,1.1447734040000002,0.14971304300000002,5000000
412,59,0.9696837429999999,0.12260873800000001,8600000
413,67,1.5286977130000001,0.051642212,10200000
414,37,2.95679251,0.321156591,5300000
415,55,0.838145074,0.06089646,1000000
416,38,3.4321201969999997,0.048622705,4900000
417,34,4.918958968,0.137555597,4400000
418,41,3.7837349689999997,0.149417553,6300000
419,43,4.041543562,0.17814092199999998,3000000
420,41,1.5729297359999999,0.11535918699999999,10400000
421,34,4.106915764,0.19968684399999997,4800000
422,23,2.7572594689999996,0.146851635,990000
423,63,1.355025771,0.125313491,9000000
424,37,0.9140705790000001,0.214688136,7150000
425,90,2.488556111,0.048894169,11800000
426,35,3.49814098,0.156119569,6000000
427,39,2.107429954,0.10985922099999999,4170000
428,57,2.295262424,0.019443486,2500000
429,34,4.439407717,0.06667224599999999,4480000
430,59,3.248818102,0.198311285,1000000
431,66,3.3631283219999997,0.094515309,12000000
432,53,0.7944560829999999,0.041132139,6800000
433,30,3.253149177,0.265384346,3900000
434,35,1.4228837930000002,0.23693972300000002,2000000
435,74,0.235717852,0.10525109699999999,8800000
436,100,5.622839149,0.137114302,14000000
437,34,4.032563076000001,0.08165218099999999,4900000
438,79,2.685579882,0.08560562199999999,10500000
439,60,7.734931665,0.11754133900000001,11500000
440,63,7.778792663,0.190720842,9344000
441,34,0.944417123,0.206649408,5800000
442,129,5.5099155479999995,0.266824805,25500000
443,34,3.996195355,0.110759038,4950000
444,44,5.0152354610000005,0.107558532,6000000
445,40,2.331246153,0.149288739,5300000
446,36,3.748873123,0.06986988400000001,5500000
447,43,1.750569256,0.07514695099999999,998000
448,39,2.108720785,0.075473256,5344000
449,34,10.91761531,0.179746675,2000000
450,35,0.819915814,0.131175123,1000000
451,54,1.800997288,0.102074734,7700000
452,43,2.7777413419999997,0.035702614,5380000
453,30,3.8897797030000003,0.14236058199999999,2000000
454,46,2.400649951,0.049912129000000006,6000000
455,130,0.7415499729999999,0.190114301,20792832
456,45,1.7802532340000001,0.10800382,5500000
457,38,2.871740341,0.146702053,5890000
458,31,5.258472546,0.068204296,4700000
459,41,5.704109672,0.16803716300000002,5500000
460,45,2.400649951,0.049912129000000006,5850000
461,74,2.266398578,0.065253498,10700000
462,51,2.1898775169999998,0.07720759599999999,8500000
463,35,1.5974922409999999,0.128328007,4950000
464,34,2.122179631,0.276073132,5750000
465,44,1.5700295,0.205883313,5600000
466,38,1.805324676,0.291475252,6300000
467,74,3.704102595,0.131906658,14200000
468,54,4.166290349,0.294493344,990000
469,45,0.709003233,0.188402756,5050000
470,52,1.590307156,0.24470131899999997,2000000
471,58,12.99150523,0.16468954,7700000
472,45,3.467767888,0.065117322,5400000
473,22,2.74022976,0.076896523,3500000
474,40,2.8165586589999996,0.236387665,6900000
475,52,4.272875347,0.18716425399999997,1000000
476,41,4.667545448,0.132685161,6300000
477,51,1.854413059,0.226532939,7250000
478,38,1.076548688,0.117796765,6000000
479,31,1.4579357769999999,0.200725116,3000000
480,32,4.662349885,0.042415336,5700000
481,95,1.66423522,0.10937118300000001,14300000
482,42,4.472447462,0.07747971599999999,5650000
483,37,2.669404042,0.154722261,5500000
484,32,1.034753992,0.200981863,4645109
485,45,2.91883325,0.211520472,6202000
486,30,3.1095046330000002,0.065906833,5120000
487,50,3.837517309,0.150042031,990000
488,68,2.819749213,0.070260502,13186113
489,42,2.895464721,0.071783275,5401514
490,77,1.089032275,0.19195551600000002,10500000
491,47,1.0412892870000001,0.255484914,5700000
492,99,6.446359794,0.091486,13200000
493,31,2.775431615,0.074837968,5000000
494,36,4.92740852,0.130845981,6391772
495,38,1.5472353280000002,0.088210422,1933333
496,60,3.599127904,0.065425224,8500000
497,38,2.00356781,0.092511901,5200000
498,52,1.676747692,0.141846747,10600000
499,111,3.795049806,0.226656114,999000
500,34,0.9866681959999999,0.02724972,6800000
501,57,1.431201867,0.252619684,5700000
502,32,1.7265601590000001,0.224796501,5300000
503,131,2.135699861,0.039713539,12400000
504,55,1.984214736,0.114191228,2000000
505,36,3.843057307,0.22348279899999998,5625000
506,34,1.566272429,0.24831507600000002,2000000
507,54,1.6461962140000002,0.17900126800000002,990000
508,49,2.504604144,0.22120480399999998,6500000
509,45,1.121158061,0.082030744,5700000
510,47,2.193076369,0.34918323799999995,11000000
511,108,3.5675578239999997,0.072676984,14200000
512,53,3.6822781439999996,0.44064665,5850000
513,80,3.936772468,0.25684327,15000000
514,50,1.9503892319999998,0.10557237900000001,12300000
515,36,2.398380158,0.204846318,5490400
516,53,2.2401769480000002,0.09609102900000001,9800000
517,60,3.3239090289999997,0.077123793,2000000
518,28,0.853960072,0.071480323,6300000
519,37,4.928000556000001,0.078811072,2000000
520,32,1.1995011290000002,0.083032035,4000000
521,30,3.1768283339999996,0.306943967,5400000
522,47,4.272875347,0.18716425399999997,6700000
523,31,5.047973129,0.126833243,5900000
524,34,0.553574028,0.280097143,1000000
525,51,1.259180416,0.303867167,6500000
526,35,4.7351228260000005,0.054065947999999996,6450000
527,52,3.347522665,0.070648746,7800000
528,32,3.358509722,0.206272404,1000000
529,32,1.927491464,0.116023818,4320000
530,32,4.904228546000001,0.05433893099999999,7600000
531,38,1.256885898,0.08401743800000001,4950000
532,34,1.870418238,0.231421879,5300000
533,62,0.939315653,0.082966155,8100000
534,42,1.369601174,0.042058116,7175000
535,35,3.029344947,0.12738334699999998,4800000
536,59,0.878432373,0.20208939199999998,11200000
537,35,2.420248494,0.181001125,5200000
538,30,4.5888771319999995,0.129369748,4700000
539,39,3.187863746,0.20847101399999998,1000000
540,32,3.4239819989999996,0.056013919,4950000
541,38,6.640586898,0.188899912,7200000
542,82,2.8358093419999997,0.16251074199999999,2000000
543,31,1.305669244,0.11171919300000001,4500000
544,44,0.817556462,0.17459001600000001,2990000
545,54,3.004706868,0.150954573,8400000
546,55,1.3228924770000001,0.17029165300000002,8800000
547,38,1.497659457,0.12463418,7650000
548,44,4.965699226,0.065080418,5500000
549,35,0.98528853,0.119702085,4900000
550,53,5.27614764,0.271941585,5850000
551,42,2.027768051,0.296082857,5050000
552,39,4.525296437,0.077332544,5500000
553,57,4.739081186,0.09802145300000001,6900000
554,32,3.791731027,0.08849890099999999,5450000
555,40,3.2702948,0.043016408,6600000
556,34,2.0650578680000002,0.096102647,990000
557,39,4.024839889,0.116883197,4300000
558,51,1.76849802,0.13508509800000001,7800000
559,32,5.28956432,0.114036045,1000000
560,73,1.686280859,0.244343654,10100958
561,53,9.748701961,0.258351662,7250000
562,70,2.75051502,0.122141128,9672200
563,59,3.0102985230000003,0.178610703,8400000
564,43,5.105256356,0.037373101,7300000
565,57,4.6127746169999995,0.05884831,2000000
566,35,1.226164498,0.209626698,5400000
567,54,0.289905111,0.061356071,6400000
568,77,1.847437405,0.200898406,9100000
569,31,1.8580703459999999,0.24931727399999998,4400000
570,60,6.12440743,0.384528177,8400000
571,36,2.893891291,0.10061121,5100000
572,38,3.186168985,0.095687146,6000000
573,75,4.110152252,0.153898637,11200000
574,34,1.07925928,0.220366603,1000000
575,43,5.217631624,0.31056131800000003,5800000
576,34,2.5270905519999998,0.064322459,1500000
577,35,1.063966618,0.050980008,2000000
578,37,3.20758225,0.09945824699999999,4250000
579,34,4.1424150619999995,0.197623303,5500000
580,36,2.350307456,0.22069816,990000
581,36,2.257389951,0.23927534600000003,990000
582,44,3.6922481030000003,0.24857694800000002,1000000
583,57,2.0822872869999998,0.347313537,7200000
584,30,6.10069477,0.234929931,4500000
585,39,5.221958292,0.131195951,5700000
586,38,2.187229168,0.24395734600000002,4250000
587,32,4.7280333919999995,0.103605139,1800000
588,31,2.588493588,0.18182163899999998,4500000
589,51,1.2743743440000002,0.149846693,2000000
590,35,2.784287755,0.147022357,5200000
591,80,1.68008352,0.120377945,8300000
592,41,2.019387544,0.096849634,990000
593,66,0.091549244,0.084609523,8900000
594,37,0.804556475,0.260513241,6000000
595,32,0.701485281,0.135125419,4414000
596,50,0.953616591,0.118545018,6300000
597,60,9.881179872999999,0.11336770199999999,10188000
598,44,0.9948182309999999,0.24277395699999998,8200000
599,63,3.130615044,0.093045974,12000000
600,37,3.536778452,0.047666309000000004,6000000
601,37,2.101510339,0.035734675,4200000
602,37,3.830700512,0.147884971,779396
603,43,2.04193504,0.10069147099999999,4700000
604,60,3.267018425,0.057858997,4400000
605,45,3.6135490530000003,0.38778486100000004,5800000
606,78,4.338879226,0.067532779,10250000
607,126,2.4770582,0.164371013,13400000
608,64,5.303118933,0.18563612899999998,9800000
609,38,4.316103234,0.10926523,5800000
610,38,2.373781751,0.302468271,6100000
611,32,2.434915337,0.124764744,4500000
612,48,4.805714029,0.390946974,5200000
613,112,0.40540882799999994,0.30586002,21000000
614,43,4.793511323,0.38505371299999996,1100000
615,37,2.3792159269999997,0.059847332,6650000
616,34,0.80604901,0.184018657,9200000
617,35,3.50089215,0.014950624,5800000
618,74,1.6637439109999999,0.158090196,9500000
619,34,3.129199859,0.048215346,990000
620,58,1.9094870169999998,0.217776081,1050000
621,36,3.242063023,0.212518485,4500000
622,76,4.593202702,0.07413095900000001,8200000
623,30,0.651566567,0.23712238100000002,4150000
624,53,2.298847003,0.189952813,9100000
625,110,4.101399099,0.16524587400000001,16118400
626,33,2.9072094139999995,0.18977536600000003,1000000
627,92,5.561411494,0.17425862600000003,17500000
628,39,4.808028448,0.18303110600000003,5500000
629,29,3.553695176,0.023101969,5000000
630,42,0.231712698,0.293869972,5400000
631,44,2.067051501,0.161089808,6200000
632,125,3.648292947,0.049040845,18408464
633,44,2.274821805,0.082561775,2750000
634,44,2.602740138,0.403730924,999000
635,70,4.117571326,0.277125593,340000
636,32,5.891949238,0.131027277,4800000
637,38,3.9687846510000004,0.132480713,6300000
638,38,1.914190744,0.20144327,2000000
639,36,2.777551855,0.364079249,1000000
640,44,2.9358080810000002,0.077183511,900000
641,34,1.81890251,0.144013565,4150000
642,74,4.662959047,0.229720824,9100000
643,76,4.488142103,0.313805735,1000000
644,53,5.890528861,0.177546171,7900000
